"game_title_name","game_title_game_age","game_title_kid_review_name","game_title_parent_review_name"
"","","","Unlike other parents that use this website, I have played through the game and have enough knowledge to review it. First off this game has Nudity but that can be toggled off inside the menus. In the story there are gritty themes which may be hurtful to sensitive kids. This game should only be for kids who aren’t sensitive and are mature enough to play. If your child is mature and has been watching R movies or playing GTA or RDR2 I see them having no problem playing this game. There is optional sex which isn’t very hard to come by and a lot of swearing. If your child has a phone and has been exposed to the internet and friends, I believe he or she has seen a lot of this at least by the age of 14 behind your back. Kids are exposed to many problems on the internet and they themselves deal with it and move on. Kids are smarter then we give them credit for and I believe that this game is playable for 14 year olds at the lowest. This game is a very enjoyable experience for me and my son and will continue to give us lots of entertainment for the next month or so."
"","","","It’s is a very good game that I feel alright letting my 12 year old play yes there is strong language but what comes from school is way worse there is nudity and it is blurred out sometimes and that is probably one of my only problems with the game.most of the other stuff is partly by choice like drinking drugs and smoking but they can be avoided a lot of the time. The goriness is violent and there is a lot of blood but a lot of the time this can be avoided too unless you happen to be in a story mode mission that requires you to eliminate people. But overall is is a good game that I feel comfortable letting my 12 year old play"
"","","","It's pushing the m 17+"
"","","","Even without the insulting amount of jank, which is exponentially worse on 8th gen consoles (to the point of complete unplayability), its an unremarkable game. Not terrible by design but far from what the sensory-overload driven hype train promised. It boils down to a glorified Call of Duty campaign that just happens to be in an open world; a beautiful but shallow and strangely lifeless world. Most of the cool features [car chases, spider bot, nightlife, braindance] are scripted events (if they havent been completely removed that is), skill trees are uninspired, police AI is almost non-existant, dialog is of little consequence, select few missions offer tactical freedom, side content is copy paste, verticality in nowhere near as prevalent as promised, customization is limited, the story is decent. At least the music is awesome and I cant say no to Keanu even when he is miscast. In the end we got the videogame equivalent of an obnoxious preteen who overcompensates with shock value to prove he deserves to sit with the highschoolers. The game is overflowing with sex, profanity, and violence but it offers options to tone down all 3."
"","","","Parents, the violence is bad, but John wick style fighting with stabbing, shooting, slicing, exploding people and cyborgs. As for sex, there is full frontal female and male nudity, without a sexual context, and there is a way to turn off nudity. Think about this, at age 11, kids see sex Ed videos in class, with graphically detailed nude descriptions of bodies. And sex scenes are easily skipped. Drugs and alcohol are everywhere. Overall it is a great role playing game for mature audiences."
"","","","Although this game is not perfect when it comes to performance, that doesn't mean that it can't be enjoyed for what it is. There's a huge catch to that: only adults can appreciate this game. This game is perhaps the worst I've seen since GTA 5 when it comes to adult content. There's too much of everything in this game that kids shouldn't be exposed to. There's constant limb dismemberment, ripping people's faces off, lots of blood, crime that goes unpunished, dead bodies everywhere, and watching people suffer and plead for their lives. The sex is also way too overboard. There's even an option to customize your character's genitals and you can see it in full glory, and you can even get in sexual acts with other characters that involves seeing your genitals. You can also use sex toys to kill people with if you choose. Language is also a huge turn off for me: There's uses of the f-word, c-word, and pretty much every other swear word imaginable, used in almost every sentence. There are also ways to intoxicate yourself from drugs and alcohol in the game. I can only give two stars for the content in this game that parents should be worried about, and there's a lot!"
"","","","There is a lot of nudity, sex, swearing, drug use, drinking, violence etc. throughout the game. Which, I don't see a big deal for a mature teenager.
However; this is not just a GTA sandbox (because that's what a lot of teenagers seem to think it is), there are very heavy topics in this game such as; pedophilia, human-trafficking, torture, and sexual assault to name a few. There's also a theme of death on a much deeper level than the mindless killing often present in games.
Frankly I think that most teenagers would either skip through all the dialogue mindlessly and have it go completely over their heads, or find it rooted in their brains for a number of years."
"","","","Saw gameplay for the game And it was too mature first I saw violence and gore Second sexual romance scenes with nudity but I give it age 17+ because it doesn’t have mature humor like GTA. Should be left to adults 17+ Also the swearing is constant to with f bombs and the c word"
"","","","First of all I agree this game should be an 18 but I don’t think This game should be as looked down upon as it is, I purchased it for my son and he absolutely loved it he wouldn’t stop talking about it at the dinner table and also keanu reeves is in it which he also thought was really interesting. There is a lot of sex scenes i this game but it can be turned off in settings and that doesn’t affect gameplay it just won’t play the cut scene that there would be nudity in which I think is a thing more games should have put in. I also think this game is good because it really explores technology and if it is a good thing or if we should maybe lay off it for a while and not be sucked into it until you are a literal robot like in the game. Some parts of the game are set a strip club but it can be turned off in settings or you can just look away but even then it’s just holograms in bikinis so still not as bad as gta v. The violence is not as bad as in call of duty, there’s still some dismemberment but you would see this more often in cod games like mw 2019 or warzone. Overall, amazing game would HIGHLY recommend for anyone at the age between 13-18."
"","","","The game for the most part is fixed meaning the bugs and glitches are mostly gone. Also most of the other reviews focus too heavily on the sexual content, most of it can be turned off in the settings. And if the player is old enough to play the game then they should be fine with the content in this game. Also the swearing is no worse than what you would hear at a high school. Also the violence is not that bad many people overreact to it, it is no worse than a call of duty game or the saving private Ryan movie. Also there is a minor amount of drugs that the player can use but it is optional and the player has the choice to drink or smoke. The npc characters use drugs and smoke but people smoke and drink all the time in the real world. The world is very large and has a lot going on at all times it can have a little lag when driving or fast traveling but that is only on older systems I have the game on my Xbox one and my series x and I also have it on pc so this review is based on facts. Honestly I give the game a solid 8.5/10 on how good it is while I give it a 7/10 on how mature the content is. Most of the content is no worse than most movies."
"","","","If you want an in depth view on what age is probably fine to play cyberpunk, I'd recommend a video as it's not a simple easy answer.
I can tell you as a 20 year old man with no children at the moment. I would not be comfortable letting my kid play this game under the age of 15 or 16.
The main thing you'd probably hear about it as far as it's age rating is the sexual content. And it is their in full force. This is probably the most I've personally seen as far as sexual content in a console release.
Players can customize every part of their character, and I mean literally everything. Players can customize things including but not limited to:
- Gender Identity
- Genitalia
- Breasts
Players can view NPC's (computer characters) and themselves fully naked. Players can also hire prostitutes and engage in sexual relationships with other NPC's and view and participate in near pornographic cut-scenes.
The violence, drug use, and swearing isn't the worst I've heard.
For an older teenager there isn't much to worry about honestly, considering they most likely have seen more adult themes in other sources of media.
If you are a parent I would not only research the game before letting your younger teenagers play it, but actually play it yourself, and I don't say that about may games at all."
"","","","Ok, so, This game contains: Quite a lot of violence, Drugs, Sex, and quite a lot of swearing, The reason I think it is age 14 and up though is becuase, In school, kids swear all the time, and honestly most youtubers now days swear quite a bit too, So if your child watches any youtubers, they most likely hear swearing all the time, and as with the violence, eh, It's just blood, I don't really see how it's that bad, Like Loads of movies have violent scenes, as for the sex, Your child probably knows about it anyway, no point hiding it, kids get taught sex ed and see detailed models of naked men and women in sex ed at the age of like 10 or 11, overall, if your child is mature, then I think it's ok for them to play this game if their 14 and up"
"","","","This game is absolutely horrifying; however, it is definitely worth playing if you can avoid some parts. The language alone would make anybody's grandparents roll over in their grave. My reason for writing this review is to make people aware of a mission called “Dirty Biz” this mission requires you to recover a braindance of a preacher's son being murdered. (For those of you who don't know, a braindance is like a super intense version of VR.) And although you can't watch any braindance in the game (even ones you buy with titles like “Three Mouths One Desire”) at the desk where the braindance is found, there is a list with titles like “Child__Forced__Death” And numerous other rape/death related atrocities.
The game is fun, but I wish I didn't see that. While this mission is OPTIONAL, I know many people want to complete the whole game so I strongly advise against looking at the list."
"FIFA 21","age 10+","",""
"Hyrule Warriors: Age of Calamity","age 10+","Parents need to know that this fantastic adventure is a follow up to the fantastic open world game known as The Legend of Zelda: Breath of the Wild. This game has lots of action. You use swords, axes, spears, and lots more to fight monsters. The violence is animated and the artstyle is lively, but I wouldn't call it cartoon because it is more realistic than something like mario. There is never any blood or gore, but it is probably better for tweens. Zelda fanboys and fangirls will probably like it, but I found it dissapointing. There was no exploration, bad diologue, bad voice acting, and terribly repetative gameplay. It is okay for tweens, but it should not cost $60. This is more of a DLC then a full game.",""
"Hyrule Warriors: Age of Calamity","age 10+","An amazing new Zelda experience! Great gameplay and story! This is not like most Zelda games though, but that’s no reason to skip out!
The reason this game is rated T isn’t because of the violence, but the AMOUNT of it. You’re pitted against huge hoards of enemies that you have to try to defeat all at once, which could be overwhelming or even scary for younger children. Otherwise, I think this game should be more like a E10+.
There is no blood or gore. No profanity. No sex. All the women are dressed modestly (without the show of cleavage).
In conclusion, I think this game is an amazing Zelda game that will have you busy for a long while.",""
"Hyrule Warriors: Age of Calamity","age 10+","It's rated for T for no reason this should display violence instead of fantasy violence unlike Zelda Zelda botw is rated for E10+ for Fantasy violence and pegi 12+ for violence",""
"Hyrule Warriors: Age of Calamity","age 10+","It doesn’t compare at all to breath the wild it’s just a hacking – not very good no strategy no puzzles and barely a storyline it is really not that good not worth the $80 I paid",""
"Hyrule Warriors: Age of Calamity","age 10+","I am a huge Zelda fan and to be honest after awhile this game is repetitive crap.",""
"Hyrule Warriors: Age of Calamity","age 10+","The messages are great, kind of telling you to do what's right. There is violence, but no blood or gore, but some things might be a little scary to younger kids.",""
"Hyrule Warriors: Age of Calamity","age 10+","I saw the game in action. Its just a fighting game not anything similar to any zelda adventure game we had before.. Its just kill a group of guys ... walk a little farther .. kill some more guys .. then a boss .. then kill more guys .. walk a bit farther .... bored reading this? then you'll be bored of this mindless game in about 5min and kick yourself that you paid $80 bucks on this.",""
"","","","Parents need to know that this fantastic adventure is a follow up to the fantastic open world game known as The Legend of Zelda: Breath of the Wild. This game has lots of action. You use swords, axes, spears, and lots more to fight monsters. The violence is animated and the artstyle is lively, but I wouldn't call it cartoon because it is more realistic than something like mario. There is never any blood or gore, but it is probably better for tweens. Zelda fanboys and fangirls will probably like it, but I found it dissapointing. There was no exploration, bad diologue, bad voice acting, and terribly repetative gameplay. It is okay for tweens, but it should not cost $60. This is more of a DLC then a full game."
"","","","An amazing new Zelda experience! Great gameplay and story! This is not like most Zelda games though, but that’s no reason to skip out!
The reason this game is rated T isn’t because of the violence, but the AMOUNT of it. You’re pitted against huge hoards of enemies that you have to try to defeat all at once, which could be overwhelming or even scary for younger children. Otherwise, I think this game should be more like a E10+.
There is no blood or gore. No profanity. No sex. All the women are dressed modestly (without the show of cleavage).
In conclusion, I think this game is an amazing Zelda game that will have you busy for a long while."
"","","","It's rated for T for no reason this should display violence instead of fantasy violence unlike Zelda Zelda botw is rated for E10+ for Fantasy violence and pegi 12+ for violence"
"","","","It doesn’t compare at all to breath the wild it’s just a hacking – not very good no strategy no puzzles and barely a storyline it is really not that good not worth the $80 I paid"
"","","","I am a huge Zelda fan and to be honest after awhile this game is repetitive crap."
"","","","The messages are great, kind of telling you to do what's right. There is violence, but no blood or gore, but some things might be a little scary to younger kids."
"","","","I saw the game in action. Its just a fighting game not anything similar to any zelda adventure game we had before.. Its just kill a group of guys ... walk a little farther .. kill some more guys .. then a boss .. then kill more guys .. walk a bit farther .... bored reading this? then you'll be bored of this mindless game in about 5min and kick yourself that you paid $80 bucks on this."
"Call of Duty: Black Ops Cold War","age 18+","Parents need to know that there are three different modes in this game: Campaign, Multiplayer, and Zombies. There isn't very much blood or gore except in the Zombies mode. Most people will play Call of Duty for the Multiplayer, which is a mode where you play against other players. This game has lots of explosive action and shooting. It is very intense, but not very bloody. The zombies mode is pretty scary and gory, but lots of fun. Working together with teammates is really necessary in order to win. Shooting zombies will always spray blood and when you shoot a zombie's head or limb it will get blasted off. The Campaign has occasional uses of F--k and Sh-t but it is not very often. There are some disturbing parts in the campaign, but not as much as the previous game. Sometimes you will stab people or choke them out, so this mode is more mature then the Multiplayer mode. Most teens can handle it. I would recommend the Multiplayer mode for age 13, Campaign for age 15, and zombies for age 16. Parents should also know that content such as the blood and cursing can be turned off in the settings. However there will still be lots of shooting and explosions. Thanks for reading.",""
"Call of Duty: Black Ops Cold War","age 18+","This game is not gory at all as you can turn off all blood/bad language.",""
"Call of Duty: Black Ops Cold War","age 18+","I think as you can turn of blood and bad language and most people play multiplayer I think that when your kids play online with there friends it teaches them jeans eye coordination and it helps them communicate especially cod and I think the rating is to harsh because you can turn off the blood and swear words",""
"Call of Duty: Black Ops Cold War","age 18+","There are few games out there that have as good of a storyline as this game.
The entire game they have you thinking one thing and at the end, there is a major plot twist. The campaign is not as large as the other Cods but it has more impact. It tells a story based on the Cold War and the secret operative known as Perseus. You are trying to kill or detain perseus before he can detonate nuclear bombs planted all over Europe and blame it on the U.S.
There is a ton of language including F--k, Sh-t, and P--sy. There is an option to turn off blood and gore, but im not sure if there is one to turn off language, you might want to check that out. If your kid has played any of the Cod series then this shoul be okay for him/her.",""
"Call of Duty: Black Ops Cold War","age 18+","Now let me just say, I’m a pretty overprotective parent for instance...
Whenever my 14 year old son goes out with friends I always make sure he sends me his location and where he is and what he is doing. And I don’t allow him to go to big party’s where there could be any type of alcohol or anything. So when my 14 year old son came up to me and asked me for this game and he told me that it was a call of duty and it’s MA I typed it up and watched about 1 to 2 hours of gameplay of it and, it’s really not that bad. It’s actually one of the tamest call of duty’s there has ever been. Also........the blood is actually barely noticeable and the story is really good and shows that team work and courage can help you get through things. I also have a 11 year old son and when he saw that my other son was playing it he asked if he could play it to and I said “as long as you turn down the volume (because there’s is a bit of swearing) then he’s you can play it”
He was so excited and I watched him play to for a bit and it was totally fine!
So I would say as long as your child turns down the volume of the TV then I would say age 11+ is good",""
"Call of Duty: Black Ops Cold War","age 18+","When my child first came to me asking for this game, as he said to me the words 'call of duty' I knew that I wouldnt let him get it. I said he could try it but I would have to monitor him. And to be honest it's wasn't half as bad as I expected it! The zombies mode is not for kids but I would rate the multiplayer a 11 plus. The campaign has a lot of swearing and smoking but if your child has watched the maval movies they will be fine. I would rate it a 12 plus. I did not let my child play the zombies though because if the extreme violence. Keep your child away from zombies until they are older. I would rate zombies 15 to 17 plus. In my opinion this game is a great investment for a family if there child is moving into the teenager phase beacause it will let them take out there anger on the game in the form of shooting enemies. The campaign in my opinion is very good for learning life lessons to help you in your future. Highly recommended for kids 11 plus. Thanks for reading this!",""
"Call of Duty: Black Ops Cold War","age 18+","This game does not include any sexy things it just has some revealing outfits also you can turn blood off and bad language also the campaign is ok it's based in the 80s and your fighting terrorist it has very diverse characters I give it a age rating of 10+",""
"Call of Duty: Black Ops Cold War","age 18+","I let my son get this game thinking it was gonna be inappropriate... but when I saw the gameplay it wasn't bad at all. It is just your average shooting game and you can turn off gore and language if you like. (There is barely any).",""
"Call of Duty: Black Ops Cold War","age 18+","The campaign cussed a lot more than previous cos games I played when I was growing up like black ops 2 for example but the online play is no mans land, people call each other racial slurs and cuss quite often so I would either not let your child have a headset for this game or only play with his friends unless they’re over 13 because if they are they probably just head the same stuff at school as they do in the online lobby’s.",""
"Call of Duty: Black Ops Cold War","age 18+","I have four children. One of them plays this game all the time and just recently I watched him play it for the first time. He is fifteen years old and I think it is just fine for him. I have been told there is a lot of blood and gore but my son has turned that off, He also turned off the strong language after I told him too. I think anyone who is in middle school or high school could play this video game casually and really enjoy it. For anyone under 13 I do not recommend they play this video game. It all just depends on what you think is right for your child.",""
"Call of Duty: Black Ops Cold War","age 18+","is a good game and is you do not think the blood is good you can turn it off",""
"Call of Duty: Black Ops Cold War","age 18+","Multiplayer, which lets be honest is all kids do these days, is not even that bad and even has a similar violence level to Fortnite.
However, adults should be concerned about the campaign and Zombies modes which usually have strong violence, explicit language and gore.
However if you're kid is only interested in multiplayer and warzone, which is the battle royale, its okay for 13+.
However the full game is 15+.",""
"Call of Duty: Black Ops Cold War","age 18+","The violence is very gory but only in the Zombies but in the multiplayer there basically no cussing campaign has the most cussing it has glory kills which are quite violent. For example you break there hip and then stab them in the neck and then shoot them in the head and pull out the knife. There is drugs in the campaign the reason is SPOILER ALERT you need to find out who you are and the injection makes you hallucinate and you are actually a Russian Terrorist and you can chose to betray everyone.",""
"Call of Duty: Black Ops Cold War","age 18+","I saw my children playing this game and it is really not as bad as I heard from some other parents on facebook. Not much gore, and lots of co-operatian.",""
"Call of Duty: Black Ops Cold War","age 18+","I know many reviews here say about the same thing and when I was reading them too it was quite sketchy so I bought the game for myself to find out really what’s going on with this game and why my kids KEEP talking about it all. the. time. So first of all there was quite a lot of blood and gore in the zombies mode and the zombies do really look realistic. But my 14 year old son told me that you can turn it off in settings so I did. After I did that the game was really likeable and I started playing it NON STOP. The game looked so fresh and it was really fun playing even through I wasn’t very good. The zombies mode through is pretty scary and I won’t recommend for kids under 13 but the campaign and multiplayer is so interesting and gets you immersed in the game. If your child has been exposed to simple shooting games and already has been exposed to swearing and cursing then they can definitely handle this. Just remember to keep the blood turned off and you’re good and don’t need to worry.",""
"Call of Duty: Black Ops Cold War","age 18+","Don't buy it, the damn game is broken",""
"Call of Duty: Black Ops Cold War","age 18+","i have a way to make this game rated t
step1.turn of blood.
step2.dont melee.
step3.dont use melee weapons.
step4.only play nuketown.",""
"Call of Duty: Black Ops Cold War","age 18+","The game is fine",""
"Call of Duty: Black Ops Cold War","age 18+","When I first bought this game, I thought it was a normal fps. Let me tell you I was wrong. So I set it up in the console. In the first 2 hours of gameplay I realized this game was AWESOME.
Violence
Tons. Lots of gory headshots, stabbings, and beatings. Character's faces are stomped in. All in all I believe this game teaches kids about the real world. Growing up, I witnessed and committed these things quite frequently. It was awesome too, but after several incarcerations I decided to just play bloody games instead. Let your kids play this, and I, Bert Grierington, promise they will end up with a better salary than I (0$ an hour)",""
"Call of Duty: Black Ops Cold War","age 18+","This game is so much fun.......when it works. The server issues are horrible one minute you're playing zombies grinding and once you get what you want then you grind some more to level it up and once you accomplish that and your ready to kick back and kick some zombie tail you get kicked! How frustrating is that well thats the reason for the 2 stars please fix this",""
"","","","Parents need to know that there are three different modes in this game: Campaign, Multiplayer, and Zombies. There isn't very much blood or gore except in the Zombies mode. Most people will play Call of Duty for the Multiplayer, which is a mode where you play against other players. This game has lots of explosive action and shooting. It is very intense, but not very bloody. The zombies mode is pretty scary and gory, but lots of fun. Working together with teammates is really necessary in order to win. Shooting zombies will always spray blood and when you shoot a zombie's head or limb it will get blasted off. The Campaign has occasional uses of F--k and Sh-t but it is not very often. There are some disturbing parts in the campaign, but not as much as the previous game. Sometimes you will stab people or choke them out, so this mode is more mature then the Multiplayer mode. Most teens can handle it. I would recommend the Multiplayer mode for age 13, Campaign for age 15, and zombies for age 16. Parents should also know that content such as the blood and cursing can be turned off in the settings. However there will still be lots of shooting and explosions. Thanks for reading."
"","","","This game is not gory at all as you can turn off all blood/bad language."
"","","","I think as you can turn of blood and bad language and most people play multiplayer I think that when your kids play online with there friends it teaches them jeans eye coordination and it helps them communicate especially cod and I think the rating is to harsh because you can turn off the blood and swear words"
"","","","There are few games out there that have as good of a storyline as this game.
The entire game they have you thinking one thing and at the end, there is a major plot twist. The campaign is not as large as the other Cods but it has more impact. It tells a story based on the Cold War and the secret operative known as Perseus. You are trying to kill or detain perseus before he can detonate nuclear bombs planted all over Europe and blame it on the U.S.
There is a ton of language including F--k, Sh-t, and P--sy. There is an option to turn off blood and gore, but im not sure if there is one to turn off language, you might want to check that out. If your kid has played any of the Cod series then this shoul be okay for him/her."
"","","","Now let me just say, I’m a pretty overprotective parent for instance...
Whenever my 14 year old son goes out with friends I always make sure he sends me his location and where he is and what he is doing. And I don’t allow him to go to big party’s where there could be any type of alcohol or anything. So when my 14 year old son came up to me and asked me for this game and he told me that it was a call of duty and it’s MA I typed it up and watched about 1 to 2 hours of gameplay of it and, it’s really not that bad. It’s actually one of the tamest call of duty’s there has ever been. Also........the blood is actually barely noticeable and the story is really good and shows that team work and courage can help you get through things. I also have a 11 year old son and when he saw that my other son was playing it he asked if he could play it to and I said “as long as you turn down the volume (because there’s is a bit of swearing) then he’s you can play it”
He was so excited and I watched him play to for a bit and it was totally fine!
So I would say as long as your child turns down the volume of the TV then I would say age 11+ is good"
"","","","When my child first came to me asking for this game, as he said to me the words 'call of duty' I knew that I wouldnt let him get it. I said he could try it but I would have to monitor him. And to be honest it's wasn't half as bad as I expected it! The zombies mode is not for kids but I would rate the multiplayer a 11 plus. The campaign has a lot of swearing and smoking but if your child has watched the maval movies they will be fine. I would rate it a 12 plus. I did not let my child play the zombies though because if the extreme violence. Keep your child away from zombies until they are older. I would rate zombies 15 to 17 plus. In my opinion this game is a great investment for a family if there child is moving into the teenager phase beacause it will let them take out there anger on the game in the form of shooting enemies. The campaign in my opinion is very good for learning life lessons to help you in your future. Highly recommended for kids 11 plus. Thanks for reading this!"
"","","","This game does not include any sexy things it just has some revealing outfits also you can turn blood off and bad language also the campaign is ok it's based in the 80s and your fighting terrorist it has very diverse characters I give it a age rating of 10+"
"","","","I let my son get this game thinking it was gonna be inappropriate... but when I saw the gameplay it wasn't bad at all. It is just your average shooting game and you can turn off gore and language if you like. (There is barely any)."
"","","","The campaign cussed a lot more than previous cos games I played when I was growing up like black ops 2 for example but the online play is no mans land, people call each other racial slurs and cuss quite often so I would either not let your child have a headset for this game or only play with his friends unless they’re over 13 because if they are they probably just head the same stuff at school as they do in the online lobby’s."
"","","","I have four children. One of them plays this game all the time and just recently I watched him play it for the first time. He is fifteen years old and I think it is just fine for him. I have been told there is a lot of blood and gore but my son has turned that off, He also turned off the strong language after I told him too. I think anyone who is in middle school or high school could play this video game casually and really enjoy it. For anyone under 13 I do not recommend they play this video game. It all just depends on what you think is right for your child."
"","","","is a good game and is you do not think the blood is good you can turn it off"
"","","","Multiplayer, which lets be honest is all kids do these days, is not even that bad and even has a similar violence level to Fortnite.
However, adults should be concerned about the campaign and Zombies modes which usually have strong violence, explicit language and gore.
However if you're kid is only interested in multiplayer and warzone, which is the battle royale, its okay for 13+.
However the full game is 15+."
"","","","The violence is very gory but only in the Zombies but in the multiplayer there basically no cussing campaign has the most cussing it has glory kills which are quite violent. For example you break there hip and then stab them in the neck and then shoot them in the head and pull out the knife. There is drugs in the campaign the reason is SPOILER ALERT you need to find out who you are and the injection makes you hallucinate and you are actually a Russian Terrorist and you can chose to betray everyone."
"","","","I saw my children playing this game and it is really not as bad as I heard from some other parents on facebook. Not much gore, and lots of co-operatian."
"","","","I know many reviews here say about the same thing and when I was reading them too it was quite sketchy so I bought the game for myself to find out really what’s going on with this game and why my kids KEEP talking about it all. the. time. So first of all there was quite a lot of blood and gore in the zombies mode and the zombies do really look realistic. But my 14 year old son told me that you can turn it off in settings so I did. After I did that the game was really likeable and I started playing it NON STOP. The game looked so fresh and it was really fun playing even through I wasn’t very good. The zombies mode through is pretty scary and I won’t recommend for kids under 13 but the campaign and multiplayer is so interesting and gets you immersed in the game. If your child has been exposed to simple shooting games and already has been exposed to swearing and cursing then they can definitely handle this. Just remember to keep the blood turned off and you’re good and don’t need to worry."
"","","","Don't buy it, the damn game is broken"
"","","","i have a way to make this game rated t
step1.turn of blood.
step2.dont melee.
step3.dont use melee weapons.
step4.only play nuketown."
"","","","The game is fine"
"","","","When I first bought this game, I thought it was a normal fps. Let me tell you I was wrong. So I set it up in the console. In the first 2 hours of gameplay I realized this game was AWESOME.
Violence
Tons. Lots of gory headshots, stabbings, and beatings. Character's faces are stomped in. All in all I believe this game teaches kids about the real world. Growing up, I witnessed and committed these things quite frequently. It was awesome too, but after several incarcerations I decided to just play bloody games instead. Let your kids play this, and I, Bert Grierington, promise they will end up with a better salary than I (0$ an hour)"
"","","","This game is so much fun.......when it works. The server issues are horrible one minute you're playing zombies grinding and once you get what you want then you grind some more to level it up and once you accomplish that and your ready to kick back and kick some zombie tail you get kicked! How frustrating is that well thats the reason for the 2 stars please fix this"
"Marvel's Spider-Man: Miles Morales","age 13+","This game is good and has some language including Holy s--t h--l and mild language like crap. Violence is nothing worse than batman arkham you do electrocute people and they fall to the ground",""
"Marvel's Spider-Man: Miles Morales","age 13+","This game is not a bit underrated. It has everything from web slinging to completing science tasks. Less violent than the first Spiderman, Marvels' Spider Man. The story follows African-American Miles Morales, and how he has to defend the city against criminals. His mentor, Peter Parker, leaves for a trip, leaving Miles to defend the city. This story represents great messages and great role models. It also has plenty of diverse characters. It is very easy to learn, and never goes out of style. Some people could say that the violence in this game is a bit much for younger players, but I think that it is just about right. The heroes get cuts and scrapes in their suits, but it never shows how. There is red around the screen when you are weak, but no blood. Some characters are shown injured, but no blood or gore. On top of that, Miles helps anybody he can, and he is a hard worker. He will not stop when the job is not done. Most of all, he just wants to impress Peter Parker, and get a name for himself as Spiderman. I rate this game 5/5 and I think it appropriate for ten and up.",""
"Marvel's Spider-Man: Miles Morales","age 13+","This game is brilliant, and if your child is 12+ and owns a PS4, they definitely need to buy it. It is an extremely popular game that is a sequel to the first Spider-Man game.
Violence - 8/10
There isn't as much violence in this game as in the first one, but there is definitely lots. Punching, kicking and slamming into walls results in goons or henchmen being injured or knocked out (no specific blood). Some villains carry guns and can shoot Spider-Man (there is some blood in these sequences but movement is so fast it is barely noticeable). Some scenes are violent and disturbing, such as the brother of a villain being blown up (only shows his body begin to disintegrate before explosion takes place). There is some shooting, stabbing and deaths of innocent civilians, and another scene involves main character being beaten mercilessly whilst being tied to a chair (he screams in pain each time). Miles' venom power adds to the ferocity of his Spider-Man abilities to kick ass, and this also revolves in a bridge being blown up (if mission fails, people die) and a building is set on fire. Aftermath of this is two main characters bloody and wounded, struggling to get up. Under 12 year olds may find content disturbing. Apart from these, Spider-Man must beat up bad guys to stop conspiracy plots in New York.
Language - 5/10. Lots of use of crap, a--hole, and one or two uses of s--t in dialogue throughout the game, but nothing an 11 or 12 year old can't handle.
Drugs - 1/10. In the open-world aspect of the game, Spider-Man must stop some ongoing drug deals, but only the powder is briefly shown (easy to miss) and there is no taking of these drugs in the game.
Sex - 0/10. References to characters being 'prepared' in case they meet someone cute, but no sex or major kissing scenes whatsoever.
Positive messages - 10/10. Miles is a new Spider-Man struggling with the weight of his responsibilities as well as his new powers. He is also trying to cope with the death of his father (see first Spider-Man game). Miles is a friendly kid who enjoys helping those in needs. This game explores the power of friendship, the need to protect your loved ones and the terror of watching them die. It wants us to be more like Miles - a kid who doesn't give up.
Awesome game definitely worth playing - competitor for game of the year!!",""
"Marvel's Spider-Man: Miles Morales","age 13+","This game is great, but suffers from a bunch of problems, that aren't MASSIVE, but are a bit annoying. Miles Morales is sort of a re-skin of the original, with a different story and different collectibles. Some aspects are improved (stealth, swinging) but others stay exactly the same. The story is far too short, so try to get it half price somewhere.
AGE RATING STUFF:
Violence: 4/10
PEGI 16 is a bit stupid. There is a bunch of punching, kicking etc. but that is it. It never results in blood, except for a few cutscenes that show little gashes on the head.
Langauge: 4/10
One use of sh-t and multiple uses of 'crap'
Drugs: 0/10
Not present
Sex: 0/10
Not present
Overall, the violence is very mild, along with the language, and is fine for a 9 year old.",""
"Marvel's Spider-Man: Miles Morales","age 13+","I see this game as more of a spin-off than a full sequel, although it can be considered both. I like this game as much as I liked the 2018 Spiderman game. There is frequent punching and kicking in this game, but is integral to every Spiderman game in existence. There are some instances of blood when you are shot by enemies, but it's hardly noticeable because you move so fast most of the time. Sometimes, you can hear enemies talking to each other about smuggling drugs but no drugs are ever present in the game. Language is few and far in-between, words such as ""damn"" and ""a**"" (S-word is used once) can be heard. Overall, a good game about fighting crime and protecting the city.",""
"Marvel's Spider-Man: Miles Morales","age 13+","I Bought this game and i played it pretty nice the only swears are hell
i rate 5 and up. make sure your 5 yr ond can play video games first
btw im 13",""
"Marvel's Spider-Man: Miles Morales","age 13+","This game was worth the wait. It has violence, but it is a superhero game. Miles can make bio-electricity to stun enemies which he calls Venom. One character does die at the end. It was also cool to see a game embracing different races. Enemies use guns and swords and other weapons to try to kill Spider-man.",""
"Marvel's Spider-Man: Miles Morales","age 13+","Parents need to know that Spider Man: Miles Morales is a follow up to the 2018 Playstation exclusive. In this crime fighting game, you play as Miles: a 17 year old boy who is trying to protect his city as the new Spider Man when Peter Parker is on vacation. There is lots of combat, you will beat up criminals whoh will often shoot at you. There are cutscenes showing some violence, but it isn't graphic. There are also uses of s--t and a--hole sprinkled in the diologue. If kids can handle the mature content, they will find a great role model in Miles. He is kind, compassionate, and always trying to help those in need around the city. This game has a strong message of standing up for others and that everyone can be a hero. I reccomend this game to teens looking for a well made game with a great story and smooth combat system. Thank you for reading and I hope this helped.",""
"Marvel's Spider-Man: Miles Morales","age 13+","This game is for 0+... its. a good game, I don't care bout the bad words.",""
