label,title_review
a,"Fantastic collection of some of the greatest shooters of all time First off, I have only played the multiplayer and the CE campaign, as well as a couple halo 4 levels, so I have not played through the entire thing, but from what i have played, it is a great game with a fantastic multiplayer and a good campaign. it does have a fair amount of violence and some blood, and you can shoot NPC soldiers on your side in the campaign, but not nearly as much violence as Call of Duty or other hyper-realistic military shooters. From what I have heard, there is some infrequent language such as H*ll, d*mn, *ss, and sh*t but no f-bombs. overall, I think this is a great game for mature 13 year olds, and that it is very mild for an m game"
s,Not as bad as Call of Duty or Battlefield. The Master Chief Collection includes the first four Halo games featuring The Master Chief. The violence is the main part of the games but it is not bad. There is a tiny bit blood but if you did not know that it was there you would not notice it. I think there might be one or two curse words throughout the whole four games and they very mild like damn and ass. There are no drugs or any other things to worry about. The controls are simple and Master Chief is brave and selfless and would do anything to save mankind. Brilliant games! 9+.
s,How to solve violence I haven't played the entire thing but I haven't heard a f bomb and this is not as violent as call of duty.The most mild M rated game to date.Now if you are still not convinced.You can play in any order of the games.Play all the levels first and then tell your child which ones to skip if they are to violent or have other things in it.If you won't let them plat the story then buy it for the multiplayer where it hardly even has ketchup blood.If your child has played any M game before then this is okay for your child that is a very mature 9/10 year old and a mature 11 year old they can play.
s,False ESRB Rating The M Rating I’m this game is completely wrong cause there’s nothing in this collection that would receive an M Rating Should Simply Be T Rated.
s,"Amazing collection as of 2019 This game is absolutely amazing. For anyone who is a fan of Halo, you can play all the games (except Halo 5) in 4K, 60FPS, and with Halo: CE, and Halo 2 anniversary as a bonus. This collection has all the multiplayer and campaigns from the originals with a very good player base. This game does contain blood, and some swearing, but most of the time these are to the low. The flood might be scary for younger players, and most of the blood is orange, blue or purple. Fine for older kids and younger teens."
s,ok fo 7 and up IT IS FINE LET THEM PLAY IT
s,"pretty appropriate this game has very little swearing with no f bombs and the swearing is only in campaign (2 star) but there are zombie like creatures that are mangled humans almost (only in h1-h3 campains h2 doesnt have much flood though) in h1 you can use graphics that has a ton of blood but the blood is unrealistic and looks like someone sprayed an entire can of cyan or purple spray paint on those graphics (in all other games there is barely any noticeable blood, there is a violent cutscene in h4 campain but other than that and reach having some blood this game is pretty ok(3 star) cortana looks iffy in h4 (1 star for sexual stuff) in the master chief games (i know what your thinking but you can get reach and odst as dlc and those games dont have master chief) master chief is always putting his life on the line for humanities sake and in reach there are some sacrifices to save reach and in odst the entire team searches for the lost rookie in the first half of the game before giving up and upholding the mission, 4 star on great role models and 5 on great messages) the games are also really similar in gameplay and controls (4 star easy to use) but the consumerisim is out of hand with many books that will interest you and infinite coming out will mean you'll have to spend 20$ on a game thats not even good (unlike every other halo game) just to get hyped and you will need to buy books and comics and even a tv show on halo waypoint just to understand whats happening in h4 as well as h5 wich you also have to buy but h1-3 and odst and reach are all really stand alone without needing to buy or rent 5 or 6 books/comics/shows&amp;movies to now the basis of the story unlike h4&amp;h5 i should also say i have not finished h4 spartan ops but i assume its appropriate as well overall ages 9+ for mature children 10/11+ for normal children and maybe 12+ for immature children (the m rating is a mistake almost every single other m rated game should be avoided till 14 or 15 unless your child is as mature as me and then its probably an 13+ thing for other m rated games (i forgot that a character in h1-h3 and odst does smoke a cigar bringing the smoking to 1 star)"
a,"Best FPS Halo Master chief collection is great, the flood is a bit disturbing though so not for kids under 11. but in other ways its great and i gotta say 343 is only good at making textures but its still good and i love shooting people and aliens because im a freaking psychopath"
a,"Amazing at first... Then it gets boring. When I first bought my Xbox One, I was extremely excited about this game. I mean, what could go wrong, with four games for the price of one (or 1.5 for that matter). Well, it turns out it's not that great. Sure, at first, it was a blast, just killing aliens and having fun... But after a while... It lost its appeal, and pretty fast. The multiplayer is really very bad, especially after playing games like Call of Duty, and the weapons you get to use as Master Chief are very underwhelming.
Parents: you should know that this game IS violent, after all it's a first-person shooter. But it isn't as bad as many people say it is (CSM included). Sure, you use tons of weapons, from shotguns, assault rifles, pistols, grenades, rocket launchers and a variety of vehicles to mow down your foes. There is a little blood, easily ignored, no gore, and few cuss words, the most notable of these ""son of a b*tch"". No sex to worry about, one character smokes constantly. It should be ok for teens. If you let your child play Destiny or Titanfall, this has about the same amount and type of violence.
So, to sum it up, buy this if your kid likes FPS games. If he just plays multiplayer, then you should start looking towards Overwatch, maybe."
s,"Whoever Gave The Age Rating Needs Help Every Halo game is not violent enough to get an M. Think about it, Halo being 17+?!?! That's ridiculous. Maybe ODST is enough to receive an M, but thinking about how non-realistic the game is, hardly would be enough. A mashup of 1, 2, 3, ODST, and 4 was such an amazing idea. Definitely buy."
s,"My Second Favourite Game Of All Time (This Review Will Be For The Campaign Because I Don't Play The Online Multiplayer)
Halo ce: i Haven't Finished the campaign yet but from what i've played i'd rate the anniversary graphics 13+ nothing too bad but theres a scene where an elite has it's stomach open it's pretty brief but may scare some younger players, the flood aren't as bad as i thought they'd be tbh in old graphics they look almost comical because some of them look like they have an arm as a head, the scene where the elite has it's stomach open is not graphic in old graphics so i'd rate old graphics 10+
halo 2: i have only played halo 2 in the old graphics and i'd rate the old graphics for 12+ the flood look quite a bit scarier in halo 2 than they did in halo ce, in halo ce they looked kinda stupid but in halo 2 they look a lot more like zombies which may scare some players
halo 3: 12+ the only thing that could scare people in halo 3 (in my opinion) is that you can see people being turned into the flood it's not graphic but it may scare some players
halo 4: 12+ only one scene that could possibly scare people and that is when the didact fires a weapon (forgot the name) that melts the scientists layer by layer althoguht kinda violent it's very brief
(i haven't played reach or odst)"
s,"Awesome People keep saying that if a game is rated M, you should wait until you can play it. My dad let me start playing it recentley, and let me tell you, it's awesome. Yes, They do say some bad stuff, but they are marines. Also there is some blood, but it's alien blood most of the time. If you already have like one game, then this consists of all the games you need to play in order. It also has multiplayer. Just show your mom or dad this review, and I hope everyone has as much fun playing it as I do."
s,"An All Time Favorite This game is amazing and perfect for kids that are getting too old for those little kid games (e.g. Minecraft) but not old enough for Adult or Teen games. The only thing concerning about this game is the extremely mild language, which is hard to hear aside from all the gunshots and explosions. The violence is minimal and is a little janky, blood doesn't look real and the main thing you're trying to kill is aliens. This is a great game and no matter how old it is, it really is a gem."
s,"Parents, Read THIS Review. I don’t want to make this too long, but I must. I’m a 12 year old kid who has been playing halo for 7 years, and my life has changed for the best. (I made an account on common sense media and set my age to 17, but don’t believe that I’m actually 12.) | Halo is probably the most appropriate gun game you can ever let your child play. I have played Halo: CE, Halo: 2, Halo: 2A, Halo: 3, Halo: 4, Halo: 5 Guardians, and Halo: Infinite. I have spent much of my life playing this game and I have absolutely no regrets. To answer the adult questions: “is it violent though?” Yes. There are military weapons such as shotguns, assault rifles, snipers, battle rifles, grenades, and much more. It is very violent, however, it’s a game that wouldn’t pollute your child’s brain to the point where they want to pretend to kill people. They will grow an obsession towards guns like I have, however, it’s not a bad thing. Your only fighting aliens. There is blood, but enough that you can only see blood the size of a penny when you melee a dead body. Aliens dispense blue Gatorade as blood, so it could be considered not inappropriate. There are bad words such as b****, and sh**, and h***. If you don’t want your child hearing bad words, then there’s a problem, unless they can hear a few bad words every 10 hours of gameplay. The game is also very addicting, and contains no gore. Overall, perfect for clean children. Also don’t let your kids play Call of Duty. It’s very inappropriate, it contains lots of blood and gore, tons of bad words, nazis, lingerie, and about any thing you wouldn’t want your kids to see."
s,"Not bad There is never any ""blowing people in pieces with gernades"", blood is minimal, and you are killing to save human lives."
a,rating can be a little to violent when it comes to the flood but you can maybe turn off the blood or at least the gore. you can also maybe turn off the swearing in this master chief collection. the main thing for sex would be Cortana.
a,"Not for children WoW is great fun for adults 18+, assuming you can limit your time in the game fantasy world and not become addicted to it, as millions do; but I can't imagine letting my kids play it. It's simply far too violent; and graphically violent, at that.
It's not a sociopath training game, like Grandtheft Auto or Call of Duty: it's more like Lord of the Rings or classic Dungeons and Dragons - a classic fantasy adventure centering upon quests and battling monsters. But the violence makes it unsuitable to kids under 18, in my view.
Mind you, much of what kids are watching and playing now, I don't think they should be watching or playing - and I feel very strongly about it. Kids are exposed to far too much violence via TV, video games and movies.
Assuming you are playing for The Alliance, which is the loosely-speaking good faction, and not role playing a goblin warlock for The Horde, for example, feeding off the souls of the hated humans and summoning demons as helpers and friends, which seems more than a little twisted to me, World of Warcraft is a great game, if you're an adult (with a life outside the game world) - but it's not for kids, I would say.
The main issue with kids playing any video game, to my mind, is, as with TV, smart phones, tablets and computers, how much time they spend staring into a screen, largely disconnected from the real world of lived experience. A one hour a day, or seven hour a week time limit should be strictly kept, I would urge. Kids and adults should read books, interact face to face with others, get outside, and stay physically active. But content is a serious issue, too.
There is a difference between Dora the Explorer and Kill Bill. Some games, TV shows and films are suitable for kids. WoW is not one of them."
a,"Good for all ages,but good for all families by 11. I'm a 9 years old and my family and I play WoW all the time.It's dark and kind of violent.It doesn't teach much and it's a little sexist, but I started playing it and I couldn't get off the computer! It's fun and you get desensitized quickly."
s,"Great Game! And enhances critical thinking! Great game, not like violent war games, but a creative and daring fun game that helps broaden teens minds!"
s,WoW is a amazing game WoW is a popular MMO that involves multiplayer that can be very complex at max level and involves very high levels of teamwork with other players which can be go good for kids. The game revolves around working with other people and since their is a no instant level 90 boost new players can play with friends faster without having to level up to level 90 then 100.
s,"Old WoW brought back? General game appropriate for kids There's a lot to go over here, so I'll try to stick to the site format. Sex: innuendo, the odd quest to bring two lovers together. The biggest issue is scantily clad women-nearly every piece of armor is midriff and chest revealing, and women are shown with very voluptuous bodies in all races. Drinking: Quests can include purchasing, drinking, or finding alcohol, to the point of drunkenness. Has no effect on others. Language: Appropriate to the time period. ""bastard"" ""damn"" not in excess. Consumerism: Certain character stereotypes are all about money, but that's just the way they are. Many items in the game, as well as expansions, cost money, so it's easy to spend on. Messages: Lots of moral choices, light vs. dark, necromancy, good vs evil: is the Horde really that evil? is the Alliance really that good? You can't do things like murder innocents and steal, because the environment isn't very interactive, like with most MMOs. Violence? Repetitive, but unrealistic. I'm a bit of a sword nerd so maybe I'm overdoing it, but I've never seen ONE video game that gets sword fighting right. Occasional blood, and many destructive spells, including turning into animals, summoning demons, using huge fire waves, etc., but still a bit cartooned and not realistic.
In conclusion: Great game. One of the greatest fantasy epics ever. SO much indescribable lore, creative stories and creatures..... you can't describe it on a few paragraphs. Fine for anyone 11 and up... however, you must watch to be sure they don't get overly violent tendencies, and understand it's just a game (this is easier as kids age). Also, people who play lots of video games can be addicted. If kids especially spend too much time absorbed, their behavior becomes poor, as do grades and sleep/eating habits. Your greatest concern is to limit game time until kids can be responsible. Use it as a reward for chores. Limit to about an hour. That's it, folks! Fine for kids, but just don't let them go into it with reckless abandon, and discuss themes and so on. Also, DISCUSS ONLINE SAFETY! Millions of people play the game. Teach kids to be responsible and safe online."
s,"The gore just doesn’t look like gore There are dead bodies and red and green blood, but the gore is incredibly limited by the art style, which is pixel art. Think of it this way: on games with realistic graphics, you have over 2 million pixels to make a gory image. In pixel art, you have about 256 pixels for all you gory needs, 8,000 times less detail.
The aim of the game is to kill mutant monsters with guns. And while this sounds scary in writing, the game’s scariness factor is very limited by the pixel art. You can vaguely make out that the guns are guns, and the mutants are squared off and not at all scary.
One thing to note: the 5/5 ease of play score is deceiving. While the controls are easy to master, the game is built around punishing failure by loosing all progress in the game and having to restart from the beginning. This can be incredibly frustrating because you can have good weapons and upgrades but mess up and be sent back to square one. If your child has a lower tolerance for anger, stay away from this game."
a,"Hard, cartoonishly violent game satisfies I play some hard games. Mirror's Edge, Portal 2, Undertale (the bullet hell can be difficult) and this. But I have invested 50 hours and have gotten to the throne room twice. Only twice. Seven levels, each with three in it, 7 times 3 is 21 plus the four throne room levels is 25. 25 levels and I've only gotten to the 22nd in 50 hours. This game is really hard. Crystal is good for starters though, and once you unlock her Chicken is excellent. But the age. Now if this was realistic (still top-down) it would get T easily. It's E10 because of its cartoony graphics, which I think fits the bill very well. It's rated so for Fantasy Violence (if it was realistic and a first-person shooter, it would get M so quickly for Intense Violence but if it stayed top down and was realistic it would be Violence) Mild Blood (Yeah some red pixels and some green ones occasionally. WHAT ARE YOU GONNA DO ABOUT IT) and Mild Language. I've played my 50 hours and I heard hell a couple times. It's also in the names of the levels (Hell is the name of one level, along with things like Fish Can Roll and Family and such and that's only where it's ever heard) It's overall appropriate if you let your kid play E10 games. Although you wouldn't be here if you did. But the PS Vita version I believe is T, but has the same content....? I don't know. But 10 and up is fine. WARNING: You will be spamming left mouse click a ton, which is fire. There are a ton of enemies in each level, and you must kill all of them, so the violence is very frequent."
a,For 15+ This is a very good game with a good plot. The definitive edition cuts out some unnecessary nudity compared to the original. moderate suggestive themes and moderate gore.
a,"Great game mechanics oversaturated with gross out sex and gore. I hated the original DMC, but came around when Devil May Cry 2 came out, then 3, then 4 was HD but not quite as good and more repetative. OK. The controls are tight as ever with the familiar frantic hack and slash gameplay, which hasn't changed a ton, but has some new toys that become easy to get a handle on. There IS a 'use the right color weapon' mechanic that is gleened from cheesier games and make certain segements a tedious 'color match' fight,but it doesn't ruin it, just bogs down the experience for a minute making you want to just 'get through it'. The bosses are huge and on par with the series and definitely a highlight and the henchmen critters are satisfying to dispatch on a regular basis minus an annoying one or 2. You have scythes, swords, guns and Hulk Hand fists to punch with making it diverse but often pigeon holed to using certain items. The BIG downer is this is STRICTLY not for younger players. I hate this about the game but it is extremely gross. One section has a demon come from his mothers youknowwhat while still attached. These moments are not persistant, but do leave a stain and a memory that anyone playing will most likely never shake, and to marketting, that's probably the idea. It seems like a waste to take a great game and narrow it down to an audience willing to put up with grotesqueries in order to play. Perhaps it would be wise for them to cut 5 minutes out of the game for an optional PG 13 version, but that's not likely to ever happen. And although the hyper sexed game Bayonetta is extremely exploitative and borrows many of DMCs ideas, THIS game is the worst in the genre and in the series by far."
a,Violent hack and slash for mature teens This game revolves around dante. A demon who kills other demons because they are more eviler or something. There is some language but nothing too much. Some sexual innuendo.
a,"Remaster is much improving and better than original This remaster is great as it adds skins from past Devil May Cry games. Violence is the same but slightly more high definition, and long combos can be intense and bloody. Black blood splatters, via slicing, evisceration,decapitating and shooting your way through demons. Strong language is unnecessarily frequent at times; @$$, b!#ch, d*ck, f#!k, $h!t and wh*re. Sexuality is occassional. Strippers in provocative clothing, partial nudity, unseen intercourse and implied sex."
s,"Pretty good game about the wild west has alot of unrealistic violence So this game is good, it's fun on normal but the game gives you an option to do multiplayer, so fir starters the violence isn't that bad, its pixelated and very unrealistic, but you do it alot, people can also drink smoke and gamble which if you have a problem with those things than it might be sort of an issue but like I said, it's not realistic. They might swear in text every now and then but nothing past ""Damn""."
s,"Fun, easy goals, no anxiety All around great.
Only thing I would change is make the sheep not drown if you drag them into the sea."
s,"Fun Very fun, and challenging, try it! Story line is that you are a robot sent to a planet growing a special plant to your spaceship to study-ish and you also discover animals and plants. Pretty fun game. You should think about it!"
a,"some incest content Great game, no explicit sexual content, however references to sex and sexual acts that are incestuous do occur, which may be triggering for certain viewers."
a,"Very good It has quite violent and sexual themes, but they are just that, themes. The whole game is just her talking so it's not to bad."
a,"Great Modern Murder Mystery Her Story is a very unique game. As the review states it isn't so much a video game than it is an interactive movie. The story revolves around your character (who is better not being named,as it could spoil the story slightly) searching through a police database for information about the 1994 murder of Simon Smith. This plot element plays out with the player searching keywords in a database, and watching videos of a detective interviewing suspects in the crime. While the review suggest this game is 16+ I would personally say that it could be 14+ depending on the maturity of the player. In the interviews the suspects use profanity, and describe several sexual and violent acts, if a child can handle that, then they shouldn't have a problem with this game. The game itself has a very unique and intriguing story that only ever ends when you believe you know what happened, and even after this you'll be left wondering if you interpreted the story correctly and you may play it several times before you truly feel like you know everything about the story. While the game's story is very good, it can be boring to some people, as the gameplay really only compares to typing something in a search bar and then watching videos. If that isn't your thing, you might think twice about spending $20 on this game. Overall I would rate the game 4/5 for its intriguing story that will leave you wanting more."
s,"Not bad A pretty good game, but not at all like the original King's Quest games. Stick to the classics."
s,"Surprisingly not made by Telltale games If you are familiar with game by Telltale, you will be right at home with this interesting interactive story based game. Violence is mild and in a fantasy manner. Graham can ""die"" but not for real(due to the story teller's faulty memory), and a another knight does get killed by a dragon, but not in a graphic or very violent manner. Language is mild and very rare; ""damn""."
a,"Microsoft Finally Gets It Right I'm a Forza veteran, and this is by far the best of the series, not just for the improved graphics and tons of content, but for subtle gameplay adjustments that make the game feel rewarding whether you're just starting out or have been playing for months.
Bottom line - if you or your kids have any interest in racing games, you should pick this one up. By turning various Assists off or on, you can make the game as hard or as easy as you like, and you can handicap better players to even the odds between you and your kids. And, unlike the Forza Horizon games, Forza 6 still features split-screen multiplayer, so you can compete with someone on the same couch, not just online. There are, however, three concerns that parents might have with this game. 1) Open multiplayer chat. Like most online games, the chat is not monitored. In my online experience, the majority of players online seem to be adults, or at least teenagers. In a game where you can crash into people, spin them out, or run them off the road, tempers can flare and the language can get fairly abrasive. However, there is a great multiplayer mode in the game called Ghost League, where collisions are turned off. All your opponent cars are semi-translucent, and you simply drive through them. If someone runs off the road or crashes, it's no-one's fault but their own, so the tempers are decidedly cooler and cursing is a rarity. 2) Advertising. Like real auto racing, ads are everywhere - on billboards, footbridges, guard walls, and the cars. There are a few scattered ads that your kids might have some interest in (e.g. Coca-Cola, Pepsi, Sargento Cheese, etc...), but the VAST majority are for car companies or car-related products (e.g. Mobil 1 oil). Your kids won't even give them a second thought. ""But, MOM, why can't we get Recaro seats for the minivan?!?"" Any remotely objectionable ads are only on the cars (e.g. Marlboro, Jack Daniel's), not the racetracks, and they are few and far between. 3) Mature Car Designs; or rather, immature car designs. There is a burgeoning community of people who create ""Vinyls"" (i.e. stickers or decals) and whole car designs (i.e. paint jobs), which you can easily download, change, or use to make your own. The majority are racing-oriented liveries, but they run the gamut from the abstract, to superheroes, SpongeBob, and Holiday themes. There is, however, a trend for (mostly) Japanese cars to sport anime/manga-style girls on them. Some are quite tame, of the Final Fantasy or Pokémon variety, but other cars are draped with doe-eyed females of impossible proportions and dubious legal age, straining their skimpy bikinis to the limit. Most of these require a dedicated search to find (or so I've heard...ahem), but a few of the more well-done ones can occasionally show up in the default assortment of available paint jobs you are presented with when you buy a car. Your eight-year old probably won't care, but your teen will definitely take notice. It's actually quite remarkable that these and all the other designs were painstakingly created using the game's simple painting controls, but it's amazing what you can accomplish when you put several thousand (or more) polygons and other simple shapes together."
s,Nothing to worry about in this beautiful racing game. The only thing in this game to even consider is the advertisement. Ads on signs ect.
s,"Best racing game I've ever played!! This is the best racing game I've played! It's sometimes underrated and deserves to be over Mario kart! There's multiplayer racing online but if you block them with a parental controls, it shouldn't be a problem. Overall the most well made racing game I've played or seen. Get your kids this!!!"
s,Simba goes to battle with an evil lion queen named Forza. She wants to kill him and Nala so she can be queen. (Don't worry Simba kills her).
s,"Best racing simulator on console! (barring Forza Horizon 4) Forza Motorsport 6 is my favorite Forza Motorsport game. The driving quality is superb, the sounds and cars and tracks are realistic, and cars are customizable in any and all ways. Forzavista is an easy way to explore your car, inside and out. A lot of popular cars are presented here, and they all drive exceptionally well. Keep in mind there is plenty of DLC content, and if you're a fan of Porsche or NASCAR, then you'll have to cough up $20 a piece for expansion content. Just for that reason, I'd recommend playing Forza Motorsport 7 instead, because Porsches are included in the base game. Overall, this is the best racing simulator out there right now"
s,"Forza 6 racing game Forza 6 is one of the greatest racing games. Forza 6 is appropriate and fun for all ages, and you can have fun for hours. But the bad thing is that you need to earn money in the game to get cool cars, and that is why I would rate this 4/5."
s,Great game! 10+ is ridiculous because there is NOTHING bad about this game. Awesome game that will make kids love cars!
s,"Forza Motorsport 6 - Cannot Ask For Better Forza Motorsport 6 is the best racing simulator of its age. I simply have nothing​ I would change about it. The community based around it is amazing, however parents allow me to warn you, this game is also very popular with adults, so make sure you keep safe! Anyways, the graphics are out of this world, I thought Horizon was good but I then saw this and it blew my head off! With customisable controls, whatever car you have can be tamed by anybody. To be quick and say if you should get it providing you have at least a mild interest in cars and amazing games - GET IT!"
s,Best racing game I've ever played!! 
s,"This Kicks Butt This compilation has all the important NES Mega Man games and represents them quite well. The graphics are 1-1, the gameplay is top banana and should only be reserved for the most hardcore of gamers as the Mega Man series is world renowned for it's difficulty. If you have little kids, don't give them this game as it will make them get angry."
s,"Amazing, but might be a little hard This game consists of 6 amazing classics that every kid should play. i full-heartedly recommend this game, however be aware that the difficulty might be too hard for little kids."
s,"Great and difficult collection of games. I might have played these games on mobile, but that shouldn't change on what I think of them.
Anyways,these games are very great and feature nothing particularly inappropriate for kids other than how hard they are(I never finished Mega Man 3 because of that stupid final boss.) and some pixellated action."
s,"Mega man—classic games still fun Super fun, albeit very difficult, gameplay, much more cartoony and lighthearted than the X series. Robots shoot each other and explode"
s,"Still great, so many years later. Mega Man is a series that has aged masterfully, and there's no denying it.
Mega Man's formula of jumping and shooting is tough, and very difficult at times. But it's never the game's fault. It's fun, the game makes you learn in every stage, it's always fair, though. If your kids are old enough to handle the difficulty, the payoff is something you'll never find anywhere else today.
The game's legacy doesn't come from it's narrative, or anything else from that matter. It teaches you something- that things don't come easy, but it's always worth pursuing."
s,"Psychological horror. It really depends on how your child handles horror. There are some jump scares, but the game is mostly psychologically disturbing. Baby dolls creepily smacking their heads repetitively against things, disturbing (though not inappropriate) paintings, creepy noises and lights going out, etc. One minute you walk into a room, turn around and the door is gone behind you, or the hallways continue in an endless loop. The game is first person, about a mystery surrounding a murder, and the player is left to explore a haunted house. Lots of little puzzles in the rooms.
There is light drinking and some swearing in the game. No sex, some violence. Mostly just sort of disturbing.
My 11 year old loved it. The game even frightened me a little bit when me and my husband played it the first time around. I was a little hesitant to let my kid play it due to it maybe scaring her a little too much, but it turned out fine. If your child has frequent nightmares or is not accustomed to the horror genre yet, wait a few years or test the game out yourself, first."
a,"RATED16+horror,language,disturbing images PHYCOLOGICAL HORROR CONTAINS SCARE THEMES WITH INAPPROPRIATE LANGUAGE!HOWEVER NO VIOLENCE BUT BECAUSE OF AGGRESSION IT IS RATED AS TOO MUCH VIOLENCE"
a,"Great game but very dark Layers of fear is an absolutely great game in my opinion. However, it is very sad and partly disturbing. I think any horror fan should play it but here is the parent review:
Drugs: the main character is an alcoholic this is references many times and empty bottles are very common. 3/10
Sex: barely anything except a few portraits in which a baby’s buttocks can be seen and in one scene the artist makes slightly sexual remarks about his wife 2/10
Violence and gore: onscreen violence and blood is very uncommon. However, it is stated that the artists wife was severely deformed by a fire and her distorted ghost can be seen. A knife with Some blood near it is scene when it is said that the wife killed herself. A bloody series of drawings can be scene depicting little red riding hood. Not to bad. The game is mostly disturbing and not TOO much is seen. 5/10
Profanity: not that bad but a few instances of swearing in writing and dialogue. 3/10
Scariness: it is pretty disturbing and sad and contains many jump scares or loud noises. I didn’t jump much when playing it but it may stink with you. 7/10
It is a really good game and it depends on the kid. It may sound bad but give it a go."
s,"Honesty, depends on maturity of the kid. This game wasn't that bad. I liked it enough to by the VR port. It had it's tense moments. Pretty much the only thing that makes it M rated is that there's tiny, TINY bits of gore and then swearing. So if your child likes horror this is a good game. It is super super easy by the way. Its a story driven game, most of it is just walking and looking, not much actual gameplay."
a,"Repetitive but haunting psychological horror game is a jump-scare galore First of all, I cannot express enough how fantastic this horror game is. It boasts a tense atmosphere and is filled with unexpected jumpscares unlike other games. Yes it can get repetitive but the abject horror makes up for it. To the age rating,there is a lot of disturbing content that kids under 16 should take caution in seeing. The game focuses on mental illnesses as the main character has one. He sees creepy and unsettling visions which some are even violent. If you are under 16, take extreme caution playing this game."
a,"Really scary horror game. Not for people who have a weak heart.
This game is all about your phsychic."
a,"Beautifully scary; Artistic game has too many jump scares This is a disturbing and mind-bending game with rich and detailed graphics that deals with an Artist that has severe mental illness. Similar to the Silent Hill teaser, P.T., you walk through an old house full of paintings and illusions(although this one has many different rooms), and choose to solve puzzles and fine clues as you walk through the psychedelic rooms. Doing certain puzzles and finding clues may lead you to an alternative ending. My only complaint is that the jump scares can get a bit repetitive.
Violence: Scary/disturbing imagery, bloody drawings and paintings can be seen, and a few flashbacks have disturbing, although implied deaths and violence.
Sex/Nudity: No sex, although one flashback shows a sketch of a nude woman with the artist making menacing and suggestive comments on it, and a painting shows a child buttocks as he is being carried away by a bird.
Drugs/Alcohol/Smoking: Cigars are seen. The artist is implied to be an alcoholic.
Profanity: Some flashbacks have strong language."
a,"This game is top notch, amazing!!! I am the kind that doesn't get scared when it comes to horror, but there was the occasional time where i flinched. This game is actually kind of scary. This does have a little suggestive content though. I think 14+ would be the best age bracket."
s,"Amazing detail, gameplay and fun It's a perfectly appropriate game that just a little scary. I think that it should really be rated E10+"
s,EPIC!!! Very Good But The First Game Is Better
a,"Watch the ads! This is a great game and fun for most ages but I encourage adults to play it for awhile and see what kind of ads pop up. My 5 year old son was playing it and suddenly I heard, ""don't look that isn't proper!"" I took the tablet and an ad video showing pretty much naked anime girls hanging over half naked guys was playing. I am just glad I was there. I promptly deleted all snail bob games, its not worth it."
a,"This is not a game for young children. The game itself is a great game, but you when add in people on the internet it changes everything. There is a lot of ERP (erotic role players, sex chat)
None of the chat channels are monitored. The things people talk about in open chat channels make me cringe at the thought of some children are reading it.
You are constantly harassed by gold sellers who will hack your game account and credit cards.
You can turn off all chat and play but then it makes it almost impossible to participate in many game group features.
The game itself is great, but people on the internet can really ruin it for younger players."
s,"Great MMO for your little Star Wars Fan! Most MMOS aren't appropriate for kids, but Old Republic Changes that! It is
an amazing game, were you can choose from a smuggler, Jedi Knight, a Soldier, a Bounty Hunter, Sith lord and much more!"
s,"Good Minecraft based sandbox title with better graphics and modes than Minecraft There is no more violence than there is on Minecraft.
However, the game is beautiful compared to Minecraft and the gameplay much more fluid.
There is no nudity or bad language in this game.
Also all the crafting is logical, like for example when making a stone axe you need to gather wood and stone. Minecraft is not in that aspect.
A very good and cheap alternative that also supports gaming for LAN and online gaming with very easy setup.
I bought 3 lisences for my kids 6 and 8 and they are going crazy over it. I actually enjoy playing it too.
Think of it as a crossover between Minecraft and WoW without the violence, gore or language.
The games also offers progressive worlds (adventure mode) through it's smart Portal system that makes you revisit old world for materials. +on gameplay there.
One of the most kid friendly co-op titles out there."
s,"Building and adventure Our 5 and 8 year old love to play this. This is the game that taught our 5-year old to use all the buttons on the Xbox controller. After nearly a year this is still her favorite game.
You can play adventure mode, with monsters and quests (reading required to understand quests, but they aren't necessary), or you can play creative mode where you just build. A bit like Minecraft, but cuter graphics and music."
s,Very fun No blood or anything. very fun easy controls and similar to terraria and mine craft.
s,"Portal Knights Best thing This game is for kids and parents, it shows creativity and fun."
s,Portal Knights This is a great mix of puzzles and quests with a Minecraft / Wii sort of style to it.
s,"Mini Metro: an instant classic! I really do love Mini Metro. It's the best thing to happen to my iPad since Minecraft. Build metro systems, build more metro systems, unlock cities, everything about it is great! no pay-to-win features, just you and your map."
s,"This insanely fun game can be played by anyone Anyone can pick this up and learn to play in an instant. Playing this game feels like I'm a toddler a Chuckee Cheese. It's more complex than an arcade game, but it gives off the same vibe; easy, fun, and kid-friendly. I first played this when I was 10, and I'll play it till I'm 100. When I say easy, I mean easy to learn; there are definitely varying skill levels, but not so much that a gaming veteran like me can't lose to my 8-year-old nephew. I can't stress enough how fun this is. Also, I completely disagree with the age rating that CSM gave. Does a dude in a shark suit backflipping over a few cardboard boxes in 2D warrant an 'age 10 and up'? I'll leave that for you to decide. Thanks for reading! If you found this helpful check out some of my other reviews."
s,Great fun A good party game to play with friends
s,"Great Game To Play With Friends SpeedRunners is an silly, fun game to play with your friends. The gameplay is very fun, with each player racing against each other. The camera follows the player in first place and anyone who falls behind the ever-shrinking screen are out. The visuals are a cool homage to nineties superhero cartoons, the score is surprisingly excellent, although the campaign unfortunately is not very good. Nothing to worry about content-wise apart from a pipe-smoking dog. Overall SpeedRunners is a great party game that is better when played with friends."
